 MPG, Cylinders, Displacement, Horsepower, Weight, Acceleration, Model Year, Origin, Displacement On Horsepower, Weight On Cylinder, Acceleration On Horsepower, Acceleration On Cylinders, Fuel Efficiency,
 29.0, 4, 90.0, 70.0, 1937.0, 14.2, 76, 2, 1.2857142857142858, 484.25, 0.20285714285714285, 3.55, LOW,
 33.0, 4, 91.0, 53.0, 1795.0, 17.4, 76, 3, 1.7169811320754718, 448.75, 0.3283018867924528, 4.35, HIGH,
 20.0, 6, 225.0, 100.0, 3651.0, 17.7, 76, 1, 2.25, 608.5, 0.177, 2.9499999999999997, LOW,
 18.0, 6, 250.0, 78.0, 3574.0, 21.0, 76, 1, 3.2051282051282053, 595.6666666666666, 0.2692307692307692, 3.5, LOW,
 18.5, 6, 250.0, 110.0, 3645.0, 16.2, 76, 1, 2.272727272727273, 607.5, 0.14727272727272728, 2.6999999999999997, LOW,
 17.5, 6, 258.0, 95.0, 3193.0, 17.8, 76, 1, 2.7157894736842105, 532.1666666666666, 0.18736842105263157, 2.966666666666667, LOW,
 29.5, 4, 97.0, 71.0, 1825.0, 12.2, 76, 2, 1.3661971830985915, 456.25, 0.17183098591549295, 3.05, LOW,
 32.0, 4, 85.0, 70.0, 1990.0, 17.0, 76, 3, 1.2142857142857142, 497.5, 0.24285714285714285, 4.25, HIGH,
 28.0, 4, 97.0, 75.0, 2155.0, 16.4, 76, 3, 1.2933333333333332, 538.75, 0.21866666666666665, 4.1, LOW,
 26.5, 4, 140.0, 72.0, 2565.0, 13.6, 76, 1, 1.9444444444444444, 641.25, 0.18888888888888888, 3.4, LOW,
 20.0, 4, 130.0, 102.0, 3150.0, 15.7, 76, 2, 1.2745098039215685, 787.5, 0.15392156862745096, 3.925, LOW,
 13.0, 8, 318.0, 150.0, 3940.0, 13.2, 76, 1, 2.12, 492.5, 0.088, 1.65, LOW,
 19.0, 4, 120.0, 88.0, 3270.0, 21.9, 76, 2, 1.3636363636363635, 817.5, 0.24886363636363634, 5.475, LOW,
 19.0, 6, 156.0, 108.0, 2930.0, 15.5, 76, 3, 1.4444444444444444, 488.3333333333333, 0.14351851851851852, 2.5833333333333335, LOW,
 16.5, 6, 168.0, 120.0, 3820.0, 16.7, 76, 2, 1.4, 636.6666666666666, 0.13916666666666666, 2.783333333333333, LOW,
 16.5, 8, 350.0, 180.0, 4380.0, 12.1, 76, 1, 1.9444444444444444, 547.5, 0.06722222222222222, 1.5125, LOW,
 13.0, 8, 350.0, 145.0, 4055.0, 12.0, 76, 1, 2.413793103448276, 506.875, 0.08275862068965517, 1.5, LOW,
 13.0, 8, 302.0, 130.0, 3870.0, 15.0, 76, 1, 2.3230769230769233, 483.75, 0.11538461538461539, 1.875, LOW,
 13.0, 8, 318.0, 150.0, 3755.0, 14.0, 76, 1, 2.12, 469.375, 0.09333333333333334, 1.75, LOW,
 31.5, 4, 98.0, 68.0, 2045.0, 18.5, 77, 3, 1.4411764705882353, 511.25, 0.27205882352941174, 4.625, HIGH,
 30.0, 4, 111.0, 80.0, 2155.0, 14.8, 77, 1, 1.3875, 538.75, 0.185, 3.7, LOW,
 36.0, 4, 79.0, 58.0, 1825.0, 18.6, 77, 2, 1.3620689655172413, 456.25, 0.3206896551724138, 4.65, HIGH,
 25.5, 4, 122.0, 96.0, 2300.0, 15.5, 77, 1, 1.2708333333333333, 575.0, 0.16145833333333334, 3.875, LOW,
 33.5, 4, 85.0, 70.0, 1945.0, 16.8, 77, 3, 1.2142857142857142, 486.25, 0.24000000000000002, 4.2, HIGH,
 17.5, 8, 305.0, 145.0, 3880.0, 12.5, 77, 1, 2.103448275862069, 485.0, 0.08620689655172414, 1.5625, LOW,
 17.0, 8, 260.0, 110.0, 4060.0, 19.0, 77, 1, 2.3636363636363638, 507.5, 0.17272727272727273, 2.375, LOW,
 15.5, 8, 318.0, 145.0, 4140.0, 13.7, 77, 1, 2.193103448275862, 517.5, 0.09448275862068965, 1.7125, LOW,
 15.0, 8, 302.0, 130.0, 4295.0, 14.9, 77, 1, 2.3230769230769233, 536.875, 0.11461538461538462, 1.8625, LOW,
 17.5, 6, 250.0, 110.0, 3520.0, 16.4, 77, 1, 2.272727272727273, 586.6666666666666, 0.14909090909090908, 2.733333333333333, LOW,
 20.5, 6, 231.0, 105.0, 3425.0, 16.9, 77, 1, 2.2, 570.8333333333334, 0.16095238095238093, 2.8166666666666664, LOW,
 19.0, 6, 225.0, 100.0, 3630.0, 17.7, 77, 1, 2.25, 605.0, 0.177, 2.9499999999999997, LOW,
 18.5, 6, 250.0, 98.0, 3525.0, 19.0, 77, 1, 2.5510204081632653, 587.5, 0.19387755102040816, 3.1666666666666665, LOW,
 16.0, 8, 400.0, 180.0, 4220.0, 11.1, 77, 1, 2.2222222222222223, 527.5, 0.06166666666666666, 1.3875, LOW,
 15.5, 8, 350.0, 170.0, 4165.0, 11.4, 77, 1, 2.0588235294117645, 520.625, 0.06705882352941177, 1.425, LOW,
 15.5, 8, 400.0, 190.0, 4325.0, 12.2, 77, 1, 2.1052631578947367, 540.625, 0.06421052631578947, 1.525, LOW,
 16.0, 8, 351.0, 149.0, 4335.0, 14.5, 77, 1, 2.3557046979865772, 541.875, 0.09731543624161074, 1.8125, LOW,
 29.0, 4, 97.0, 78.0, 1940.0, 14.5, 77, 2, 1.2435897435897436, 485.0, 0.1858974358974359, 3.625, LOW,
 24.5, 4, 151.0, 88.0, 2740.0, 16.0, 77, 1, 1.7159090909090908, 685.0, 0.18181818181818182, 4.0, LOW,
 26.0, 4, 97.0, 75.0, 2265.0, 18.2, 77, 3, 1.2933333333333332, 566.25, 0.24266666666666667, 4.55, LOW,
 25.5, 4, 140.0, 89.0, 2755.0, 15.8, 77, 1, 1.5730337078651686, 688.75, 0.17752808988764046, 3.95, LOW,
 30.5, 4, 98.0, 63.0, 2051.0, 17.0, 77, 1, 1.5555555555555556, 512.75, 0.2698412698412698, 4.25, HIGH,
 33.5, 4, 98.0, 83.0, 2075.0, 15.9, 77, 1, 1.180722891566265, 518.75, 0.19156626506024096, 3.975, HIGH,
 30.0, 4, 97.0, 67.0, 1985.0, 16.4, 77, 3, 1.4477611940298507, 496.25, 0.24477611940298505, 4.1, LOW,
 30.5, 4, 97.0, 78.0, 2190.0, 14.1, 77, 2, 1.2435897435897436, 547.5, 0.18076923076923077, 3.525, HIGH,
 22.0, 6, 146.0, 97.0, 2815.0, 14.5, 77, 3, 1.5051546391752577, 469.1666666666667, 0.14948453608247422, 2.4166666666666665, LOW,
 21.5, 4, 121.0, 110.0, 2600.0, 12.8, 77, 2, 1.1, 650.0, 0.11636363636363636, 3.2, LOW,
 21.5, 3, 80.0, 110.0, 2720.0, 13.5, 77, 3, 0.7272727272727273, 906.6666666666666, 0.12272727272727273, 4.5, LOW,
 43.1, 4, 90.0, 48.0, 1985.0, 21.5, 78, 2, 1.875, 496.25, 0.4479166666666667, 5.375, HIGH,
 36.1, 4, 98.0, 66.0, 1800.0, 14.4, 78, 1, 1.4848484848484849, 450.0, 0.2181818181818182, 3.6, HIGH,
 32.8, 4, 78.0, 52.0, 1985.0, 19.4, 78, 3, 1.5, 496.25, 0.37307692307692303, 4.85, HIGH,
 39.4, 4, 85.0, 70.0, 2070.0, 18.6, 78, 3, 1.2142857142857142, 517.5, 0.26571428571428574, 4.65, HIGH,
 36.1, 4, 91.0, 60.0, 1800.0, 16.4, 78, 3, 1.5166666666666666, 450.0, 0.2733333333333333, 4.1, HIGH,
 19.9, 8, 260.0, 110.0, 3365.0, 15.5, 78, 1, 2.3636363636363638, 420.625, 0.1409090909090909, 1.9375, LOW,
 19.4, 8, 318.0, 140.0, 3735.0, 13.2, 78, 1, 2.2714285714285714, 466.875, 0.09428571428571428, 1.65, LOW,
 20.2, 8, 302.0, 139.0, 3570.0, 12.8, 78, 1, 2.172661870503597, 446.25, 0.0920863309352518, 1.6, LOW,
 19.2, 6, 231.0, 105.0, 3535.0, 19.2, 78, 1, 2.2, 589.1666666666666, 0.18285714285714286, 3.1999999999999997, LOW,
 20.5, 6, 200.0, 95.0, 3155.0, 18.2, 78, 1, 2.1052631578947367, 525.8333333333334, 0.19157894736842104, 3.033333333333333, LOW,
 20.2, 6, 200.0, 85.0, 2965.0, 15.8, 78, 1, 2.3529411764705883, 494.1666666666667, 0.18588235294117647, 2.6333333333333333, LOW,
 25.1, 4, 140.0, 88.0, 2720.0, 15.4, 78, 1, 1.5909090909090908, 680.0, 0.17500000000000002, 3.85, LOW,
 20.5, 6, 225.0, 100.0, 3430.0, 17.2, 78, 1, 2.25, 571.6666666666666, 0.172, 2.8666666666666667, LOW,
 19.4, 6, 232.0, 90.0, 3210.0, 17.2, 78, 1, 2.577777777777778, 535.0, 0.1911111111111111, 2.8666666666666667, LOW,
 20.6, 6, 231.0, 105.0, 3380.0, 15.8, 78, 1, 2.2, 563.3333333333334, 0.15047619047619049, 2.6333333333333333, LOW,
 20.8, 6, 200.0, 85.0, 3070.0, 16.7, 78, 1, 2.3529411764705883, 511.6666666666667, 0.19647058823529412, 2.783333333333333, LOW,
 18.6, 6, 225.0, 110.0, 3620.0, 18.7, 78, 1, 2.0454545454545454, 603.3333333333334, 0.16999999999999998, 3.1166666666666667, LOW,
 18.1, 6, 258.0, 120.0, 3410.0, 15.1, 78, 1, 2.15, 568.3333333333334, 0.12583333333333332, 2.5166666666666666, LOW,
 19.2, 8, 305.0, 145.0, 3425.0, 13.2, 78, 1, 2.103448275862069, 428.125, 0.09103448275862068, 1.65, LOW,
 17.7, 6, 231.0, 165.0, 3445.0, 13.4, 78, 1, 1.4, 574.1666666666666, 0.08121212121212121, 2.2333333333333334, LOW,
 18.1, 8, 302.0, 139.0, 3205.0, 11.2, 78, 1, 2.172661870503597, 400.625, 0.08057553956834532, 1.4, LOW,
 17.5, 8, 318.0, 140.0, 4080.0, 13.7, 78, 1, 2.2714285714285714, 510.0, 0.09785714285714285, 1.7125, LOW,
 30.0, 4, 98.0, 68.0, 2155.0, 16.5, 78, 1, 1.4411764705882353, 538.75, 0.2426470588235294, 4.125, LOW,
 27.5, 4, 134.0, 95.0, 2560.0, 14.2, 78, 3, 1.4105263157894736, 640.0, 0.14947368421052631, 3.55, LOW,
 27.2, 4, 119.0, 97.0, 2300.0, 14.7, 78, 3, 1.2268041237113403, 575.0, 0.1515463917525773, 3.675, LOW,
 30.9, 4, 105.0, 75.0, 2230.0, 14.5, 78, 1, 1.4, 557.5, 0.19333333333333333, 3.625, HIGH,
 21.1, 4, 134.0, 95.0, 2515.0, 14.8, 78, 3, 1.4105263157894736, 628.75, 0.15578947368421053, 3.7, LOW,
 23.2, 4, 156.0, 105.0, 2745.0, 16.7, 78, 1, 1.4857142857142858, 686.25, 0.15904761904761905, 4.175, LOW,
 23.8, 4, 151.0, 85.0, 2855.0, 17.6, 78, 1, 1.776470588235294, 713.75, 0.2070588235294118, 4.4, LOW,
 23.9, 4, 119.0, 97.0, 2405.0, 14.9, 78, 3, 1.2268041237113403, 601.25, 0.15360824742268042, 3.725, LOW,
 20.3, 5, 131.0, 103.0, 2830.0, 15.9, 78, 2, 1.2718446601941749, 566.0, 0.15436893203883495, 3.18, LOW,
 17.0, 6, 163.0, 125.0, 3140.0, 13.6, 78, 2, 1.304, 523.3333333333334, 0.1088, 2.2666666666666666, LOW,
 21.6, 4, 121.0, 115.0, 2795.0, 15.7, 78, 2, 1.0521739130434782, 698.75, 0.13652173913043478, 3.925, LOW,
 16.2, 6, 163.0, 133.0, 3410.0, 15.8, 78, 2, 1.2255639097744362, 568.3333333333334, 0.11879699248120301, 2.6333333333333333, LOW,
 31.5, 4, 89.0, 71.0, 1990.0, 14.9, 78, 2, 1.2535211267605635, 497.5, 0.20985915492957746, 3.725, HIGH,
 29.5, 4, 98.0, 68.0, 2135.0, 16.6, 78, 3, 1.4411764705882353, 533.75, 0.24411764705882355, 4.15, LOW,
 21.5, 6, 231.0, 115.0, 3245.0, 15.4, 79, 1, 2.008695652173913, 540.8333333333334, 0.13391304347826088, 2.566666666666667, LOW,
 19.8, 6, 200.0, 85.0, 2990.0, 18.2, 79, 1, 2.3529411764705883, 498.3333333333333, 0.21411764705882352, 3.033333333333333, LOW,
 22.3, 4, 140.0, 88.0, 2890.0, 17.3, 79, 1, 1.5909090909090908, 722.5, 0.1965909090909091, 4.325, LOW,
 20.2, 6, 232.0, 90.0, 3265.0, 18.2, 79, 1, 2.577777777777778, 544.1666666666666, 0.20222222222222222, 3.033333333333333, LOW,
 20.6, 6, 225.0, 110.0, 3360.0, 16.6, 79, 1, 2.0454545454545454, 560.0, 0.1509090909090909, 2.766666666666667, LOW,
 17.0, 8, 305.0, 130.0, 3840.0, 15.4, 79, 1, 2.3461538461538463, 480.0, 0.11846153846153847, 1.925, LOW,
 17.6, 8, 302.0, 129.0, 3725.0, 13.4, 79, 1, 2.3410852713178296, 465.625, 0.10387596899224806, 1.675, LOW,
 16.5, 8, 351.0, 138.0, 3955.0, 13.2, 79, 1, 2.5434782608695654, 494.375, 0.09565217391304347, 1.65, LOW,
 18.2, 8, 318.0, 135.0, 3830.0, 15.2, 79, 1, 2.3555555555555556, 478.75, 0.11259259259259259, 1.9, LOW,
 16.9, 8, 350.0, 155.0, 4360.0, 14.9, 79, 1, 2.2580645161290325, 545.0, 0.09612903225806452, 1.8625, LOW,
 15.5, 8, 351.0, 142.0, 4054.0, 14.3, 79, 1, 2.471830985915493, 506.75, 0.10070422535211268, 1.7875, LOW,
 19.2, 8, 267.0, 125.0, 3605.0, 15.0, 79, 1, 2.136, 450.625, 0.12, 1.875, LOW,
 18.5, 8, 360.0, 150.0, 3940.0, 13.0, 79, 1, 2.4, 492.5, 0.08666666666666667, 1.625, LOW,
 31.9, 4, 89.0, 71.0, 1925.0, 14.0, 79, 2, 1.2535211267605635, 481.25, 0.19718309859154928, 3.5, HIGH,
 34.1, 4, 86.0, 65.0, 1975.0, 15.2, 79, 3, 1.323076923076923, 493.75, 0.23384615384615384, 3.8, HIGH,
 35.7, 4, 98.0, 80.0, 1915.0, 14.4, 79, 1, 1.225, 478.75, 0.18, 3.6, HIGH,
 27.4, 4, 121.0, 80.0, 2670.0, 15.0, 79, 1, 1.5125, 667.5, 0.1875, 3.75, LOW,
 25.4, 5, 183.0, 77.0, 3530.0, 20.1, 79, 2, 2.3766233766233764, 706.0, 0.26103896103896107, 4.0200000000000005, LOW,
 23.0, 8, 350.0, 125.0, 3900.0, 17.4, 79, 1, 2.8, 487.5, 0.1392, 2.175, LOW,
 27.2, 4, 141.0, 71.0, 3190.0, 15.521969696969697, 79, 2, 1.9859154929577465, 797.5, 0.21861929150661544, 3.880492424242424, LOW,
 23.9, 8, 260.0, 90.0, 3420.0, 22.2, 79, 1, 2.888888888888889, 427.5, 0.24666666666666665, 2.775, LOW,
 34.2, 4, 105.0, 70.0, 2200.0, 13.2, 79, 1, 1.5, 550.0, 0.18857142857142856, 3.3, HIGH,
 34.5, 4, 105.0, 70.0, 2150.0, 14.9, 79, 1, 1.5, 537.5, 0.21285714285714286, 3.725, HIGH,
 31.8, 4, 85.0, 65.0, 2020.0, 19.2, 79, 3, 1.3076923076923077, 505.0, 0.29538461538461536, 4.8, HIGH,
 37.3, 4, 91.0, 69.0, 2130.0, 14.7, 79, 2, 1.318840579710145, 532.5, 0.21304347826086956, 3.675, HIGH,
 28.4, 4, 151.0, 90.0, 2670.0, 16.0, 79, 1, 1.6777777777777778, 667.5, 0.17777777777777778, 4.0, LOW,
 28.8, 6, 173.0, 115.0, 2595.0, 11.3, 79, 1, 1.5043478260869565, 432.5, 0.0982608695652174, 1.8833333333333335, LOW,
 26.8, 6, 173.0, 115.0, 2700.0, 12.9, 79, 1, 1.5043478260869565, 450.0, 0.11217391304347826, 2.15, LOW,
 33.5, 4, 151.0, 90.0, 2556.0, 13.2, 79, 1, 1.6777777777777778, 639.0, 0.14666666666666667, 3.3, HIGH,
 41.5, 4, 98.0, 76.0, 2144.0, 14.7, 80, 2, 1.2894736842105263, 536.0, 0.19342105263157894, 3.675, HIGH,
 38.1, 4, 89.0, 60.0, 1968.0, 18.8, 80, 3, 1.4833333333333334, 492.0, 0.31333333333333335, 4.7, HIGH,
 32.1, 4, 98.0, 70.0, 2120.0, 15.5, 80, 1, 1.4, 530.0, 0.22142857142857142, 3.875, HIGH,
 37.2, 4, 86.0, 65.0, 2019.0, 16.4, 80, 3, 1.323076923076923, 504.75, 0.2523076923076923, 4.1, HIGH,
 28.0, 4, 151.0, 90.0, 2678.0, 16.5, 80, 1, 1.6777777777777778, 669.5, 0.18333333333333332, 4.125, LOW,
 26.4, 4, 140.0, 88.0, 2870.0, 18.1, 80, 1, 1.5909090909090908, 717.5, 0.2056818181818182, 4.525, LOW,
 24.3, 4, 151.0, 90.0, 3003.0, 20.1, 80, 1, 1.6777777777777778, 750.75, 0.22333333333333336, 5.025, LOW,
 19.1, 6, 225.0, 90.0, 3381.0, 18.7, 80, 1, 2.5, 563.5, 0.20777777777777778, 3.1166666666666667, LOW,
 34.3, 4, 97.0, 78.0, 2188.0, 15.8, 80, 2, 1.2435897435897436, 547.0, 0.20256410256410257, 3.95, HIGH,
 29.8, 4, 134.0, 90.0, 2711.0, 15.5, 80, 3, 1.488888888888889, 677.75, 0.17222222222222222, 3.875, LOW,
 31.3, 4, 120.0, 75.0, 2542.0, 17.5, 80, 3, 1.6, 635.5, 0.23333333333333334, 4.375, HIGH,
 37.0, 4, 119.0, 92.0, 2434.0, 15.0, 80, 3, 1.2934782608695652, 608.5, 0.16304347826086957, 3.75, HIGH,
 32.2, 4, 108.0, 75.0, 2265.0, 15.2, 80, 3, 1.44, 566.25, 0.20266666666666666, 3.8, HIGH,
 46.6, 4, 86.0, 65.0, 2110.0, 17.9, 80, 3, 1.323076923076923, 527.5, 0.27538461538461534, 4.475, HIGH,
 27.9, 4, 156.0, 105.0, 2800.0, 14.4, 80, 1, 1.4857142857142858, 700.0, 0.13714285714285715, 3.6, LOW,
 40.8, 4, 85.0, 65.0, 2110.0, 19.2, 80, 3, 1.3076923076923077, 527.5, 0.29538461538461536, 4.8, HIGH,
 44.3, 4, 90.0, 48.0, 2085.0, 21.7, 80, 2, 1.875, 521.25, 0.45208333333333334, 5.425, HIGH,
 43.4, 4, 90.0, 48.0, 2335.0, 23.7, 80, 2, 1.875, 583.75, 0.49374999999999997, 5.925, HIGH,
 36.4, 5, 121.0, 67.0, 2950.0, 19.9, 80, 2, 1.8059701492537314, 590.0, 0.2970149253731343, 3.9799999999999995, HIGH,
 30.0, 4, 146.0, 67.0, 3250.0, 21.8, 80, 2, 2.1791044776119404, 812.5, 0.32537313432835824, 5.45, LOW,
 44.6, 4, 91.0, 67.0, 1850.0, 13.8, 80, 3, 1.3582089552238805, 462.5, 0.20597014925373136, 3.45, HIGH,
 40.9, 4, 85.0, 102.91214470284238, 1835.0, 17.3, 80, 2, 0.8259472217339995, 458.75, 0.16810455218821402, 4.325, HIGH,
 33.8, 4, 97.0, 67.0, 2145.0, 18.0, 80, 3, 1.4477611940298507, 536.25, 0.26865671641791045, 4.5, HIGH,
 29.8, 4, 89.0, 62.0, 1845.0, 15.3, 80, 2, 1.435483870967742, 461.25, 0.24677419354838712, 3.825, LOW,
 32.7, 6, 168.0, 132.0, 2910.0, 11.4, 80, 3, 1.2727272727272727, 485.0, 0.08636363636363636, 1.9000000000000001, HIGH,
 23.7, 3, 70.0, 100.0, 2420.0, 12.5, 80, 3, 0.7, 806.6666666666666, 0.125, 4.166666666666667, LOW,
 35.0, 4, 122.0, 88.0, 2500.0, 15.1, 80, 2, 1.3863636363636365, 625.0, 0.1715909090909091, 3.775, HIGH,
 23.6, 4, 140.0, 102.91214470284238, 2905.0, 14.3, 80, 1, 1.3603836593265874, 726.25, 0.13895347377407286, 3.575, LOW,
 32.4, 4, 107.0, 72.0, 2290.0, 17.0, 80, 3, 1.4861111111111112, 572.5, 0.2361111111111111, 4.25, HIGH,
 27.2, 4, 135.0, 84.0, 2490.0, 15.7, 81, 1, 1.6071428571428572, 622.5, 0.1869047619047619, 3.925, LOW,
 26.6, 4, 151.0, 84.0, 2635.0, 16.4, 81, 1, 1.7976190476190477, 658.75, 0.1952380952380952, 4.1, LOW,
 25.8, 4, 156.0, 92.0, 2620.0, 14.4, 81, 1, 1.6956521739130435, 655.0, 0.1565217391304348, 3.6, LOW,
 23.5, 6, 173.0, 110.0, 2725.0, 12.6, 81, 1, 1.5727272727272728, 454.1666666666667, 0.11454545454545455, 2.1, LOW,
 30.0, 4, 135.0, 84.0, 2385.0, 12.9, 81, 1, 1.6071428571428572, 596.25, 0.15357142857142858, 3.225, LOW,
 39.1, 4, 79.0, 58.0, 1755.0, 16.9, 81, 3, 1.3620689655172413, 438.75, 0.29137931034482756, 4.225, HIGH,
 39.0, 4, 86.0, 64.0, 1875.0, 16.4, 81, 1, 1.34375, 468.75, 0.25625, 4.1, HIGH,
 35.1, 4, 81.0, 60.0, 1760.0, 16.1, 81, 3, 1.35, 440.0, 0.26833333333333337, 4.025, HIGH,
 32.3, 4, 97.0, 67.0, 2065.0, 17.8, 81, 3, 1.4477611940298507, 516.25, 0.2656716417910448, 4.45, HIGH,
 37.0, 4, 85.0, 65.0, 1975.0, 19.4, 81, 3, 1.3076923076923077, 493.75, 0.29846153846153844, 4.85, HIGH,
 37.7, 4, 89.0, 62.0, 2050.0, 17.3, 81, 3, 1.435483870967742, 512.5, 0.27903225806451615, 4.325, HIGH,
 34.1, 4, 91.0, 68.0, 1985.0, 16.0, 81, 3, 1.338235294117647, 496.25, 0.23529411764705882, 4.0, HIGH,
 34.7, 4, 105.0, 63.0, 2215.0, 14.9, 81, 1, 1.6666666666666667, 553.75, 0.2365079365079365, 3.725, HIGH,
 34.4, 4, 98.0, 65.0, 2045.0, 16.2, 81, 1, 1.5076923076923077, 511.25, 0.24923076923076923, 4.05, HIGH,
 29.9, 4, 98.0, 65.0, 2380.0, 20.7, 81, 1, 1.5076923076923077, 595.0, 0.31846153846153846, 5.175, LOW,
 33.0, 4, 105.0, 74.0, 2190.0, 14.2, 81, 2, 1.4189189189189189, 547.5, 0.19189189189189187, 3.55, HIGH,
 34.5, 4, 100.0, 102.91214470284238, 2320.0, 15.8, 81, 2, 0.9717026138047054, 580.0, 0.15352901298114344, 3.95, HIGH,
 33.7, 4, 107.0, 75.0, 2210.0, 14.4, 81, 3, 1.4266666666666667, 552.5, 0.192, 3.6, HIGH,
 32.4, 4, 108.0, 75.0, 2350.0, 16.8, 81, 3, 1.44, 587.5, 0.224, 4.2, HIGH,
 32.9, 4, 119.0, 100.0, 2615.0, 14.8, 81, 3, 1.19, 653.75, 0.14800000000000002, 3.7, HIGH,
 31.6, 4, 120.0, 74.0, 2635.0, 18.3, 81, 3, 1.6216216216216217, 658.75, 0.2472972972972973, 4.575, HIGH,
 28.1, 4, 141.0, 80.0, 3230.0, 20.4, 81, 2, 1.7625, 807.5, 0.255, 5.1, LOW,
 30.7, 6, 145.0, 76.0, 3160.0, 19.6, 81, 2, 1.9078947368421053, 526.6666666666666, 0.2578947368421053, 3.266666666666667, HIGH,
 25.4, 6, 168.0, 116.0, 2900.0, 12.6, 81, 3, 1.4482758620689655, 483.3333333333333, 0.10862068965517241, 2.1, LOW,
 24.2, 6, 146.0, 120.0, 2930.0, 13.8, 81, 3, 1.2166666666666666, 488.3333333333333, 0.115, 2.3000000000000003, LOW,
 22.4, 6, 231.0, 110.0, 3415.0, 15.8, 81, 1, 2.1, 569.1666666666666, 0.14363636363636365, 2.6333333333333333, LOW,
 26.6, 8, 350.0, 105.0, 3725.0, 19.0, 81, 1, 3.3333333333333335, 465.625, 0.18095238095238095, 2.375, LOW,
 20.2, 6, 200.0, 88.0, 3060.0, 17.1, 81, 1, 2.272727272727273, 510.0, 0.19431818181818183, 2.85, LOW,
 17.6, 6, 225.0, 85.0, 3465.0, 16.6, 81, 1, 2.6470588235294117, 577.5, 0.19529411764705884, 2.766666666666667, LOW,
 28.0, 4, 112.0, 88.0, 2605.0, 19.6, 82, 1, 1.2727272727272727, 651.25, 0.22272727272727275, 4.9, LOW,
 27.0, 4, 112.0, 88.0, 2640.0, 18.6, 82, 1, 1.2727272727272727, 660.0, 0.2113636363636364, 4.65, LOW,
 34.0, 4, 112.0, 88.0, 2395.0, 18.0, 82, 1, 1.2727272727272727, 598.75, 0.20454545454545456, 4.5, HIGH,
 31.0, 4, 112.0, 85.0, 2575.0, 16.2, 82, 1, 1.3176470588235294, 643.75, 0.19058823529411764, 4.05, HIGH,
 29.0, 4, 135.0, 84.0, 2525.0, 16.0, 82, 1, 1.6071428571428572, 631.25, 0.19047619047619047, 4.0, LOW,
 27.0, 4, 151.0, 90.0, 2735.0, 18.0, 82, 1, 1.6777777777777778, 683.75, 0.2, 4.5, LOW,
 24.0, 4, 140.0, 92.0, 2865.0, 16.4, 82, 1, 1.5217391304347827, 716.25, 0.1782608695652174, 4.1, LOW,
 23.0, 4, 151.0, 102.91214470284238, 3035.0, 20.5, 82, 1, 1.467270946845105, 758.75, 0.1991990358299646, 5.125, LOW,
 36.0, 4, 105.0, 74.0, 1980.0, 15.3, 82, 2, 1.4189189189189189, 495.0, 0.20675675675675675, 3.825, HIGH,
 37.0, 4, 91.0, 68.0, 2025.0, 18.2, 82, 3, 1.338235294117647, 506.25, 0.2676470588235294, 4.55, HIGH,
 31.0, 4, 91.0, 68.0, 1970.0, 17.6, 82, 3, 1.338235294117647, 492.5, 0.25882352941176473, 4.4, HIGH,
 38.0, 4, 105.0, 63.0, 2125.0, 14.7, 82, 1, 1.6666666666666667, 531.25, 0.2333333333333333, 3.675, HIGH,
 36.0, 4, 98.0, 70.0, 2125.0, 17.3, 82, 1, 1.4, 531.25, 0.24714285714285716, 4.325, HIGH,
 36.0, 4, 120.0, 88.0, 2160.0, 14.5, 82, 3, 1.3636363636363635, 540.0, 0.16477272727272727, 3.625, HIGH,
 36.0, 4, 107.0, 75.0, 2205.0, 14.5, 82, 3, 1.4266666666666667, 551.25, 0.19333333333333333, 3.625, HIGH,
 34.0, 4, 108.0, 70.0, 2245.0, 16.9, 82, 3, 1.542857142857143, 561.25, 0.2414285714285714, 4.225, HIGH,
 38.0, 4, 91.0, 67.0, 1965.0, 15.0, 82, 3, 1.3582089552238805, 491.25, 0.22388059701492538, 3.75, HIGH,
 32.0, 4, 91.0, 67.0, 1965.0, 15.7, 82, 3, 1.3582089552238805, 491.25, 0.2343283582089552, 3.925, HIGH,
 38.0, 4, 91.0, 67.0, 1995.0, 16.2, 82, 3, 1.3582089552238805, 498.75, 0.2417910447761194, 4.05, HIGH,
 25.0, 6, 181.0, 110.0, 2945.0, 16.4, 82, 1, 1.6454545454545455, 490.8333333333333, 0.14909090909090908, 2.733333333333333, LOW,
 38.0, 6, 262.0, 85.0, 3015.0, 17.0, 82, 1, 3.0823529411764707, 502.5, 0.2, 2.8333333333333335, HIGH,
 26.0, 4, 156.0, 92.0, 2585.0, 14.5, 82, 1, 1.6956521739130435, 646.25, 0.15760869565217392, 3.625, LOW,
 22.0, 6, 232.0, 112.0, 2835.0, 14.7, 82, 1, 2.0714285714285716, 472.5, 0.13125, 2.4499999999999997, LOW,
 32.0, 4, 144.0, 96.0, 2665.0, 13.9, 82, 3, 1.5, 666.25, 0.14479166666666668, 3.475, HIGH,
 36.0, 4, 135.0, 84.0, 2370.0, 13.0, 82, 1, 1.6071428571428572, 592.5, 0.15476190476190477, 3.25, HIGH,
 27.0, 4, 151.0, 90.0, 2950.0, 17.3, 82, 1, 1.6777777777777778, 737.5, 0.19222222222222224, 4.325, LOW,
 27.0, 4, 140.0, 86.0, 2790.0, 15.6, 82, 1, 1.627906976744186, 697.5, 0.18139534883720929, 3.9, LOW,
